credential_id,domain_code,domain_name,domain_weight_pct,objective_code,objective_statement
certiport-its-artificial-intelligence,2.0,"Data Collection, Processing, and Engineering",27,2.9,"Document data decisions (List assumptions predicates and constraints upon which design choices have been reasoned, Make information available to regulators and users)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.1,"Consider algorithm applicability (Evaluate AI algorithm families, Select suitable algorithms)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.2,"Train model using selected algorithm (Train with initial parameters, Tune model parameters, Gather performance metrics, Iterate as needed)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.3,"Select specific model after experimentation (Evaluate cost speed and other factors, Verify explainability requirements met)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.4,"Tell data stories (Create result visualizations, Identify trends, Verify visualization usefulness for decision-making)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.5,"Evaluate model performance (Check for overfitting and underfitting, Generate metrics/KPIs, Cross-validate with new test data)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.6,"Identify bias sources in algorithms (Verify inputs resemble training data, Confirm that training data do not contain irrelevant correlations, Check data imbalances, Guard against self-fulfilling prophecies, Verify algorithm explainability)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.7,"Evaluate model sensitivity (Test sensitivity metrics, Test specificity metrics)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.8,"Confirm regulatory adherence (Evaluate outputs against defined thresholds, Document results)"
certiport-its-artificial-intelligence,3.0,AI Algorithms and Models,30,3.9,"Obtain stakeholder approval (Collect results and benchmark risks, Conduct evaluation sessions)"
certiport-its-artificial-intelligence,4.0,Application Integration and Deployment,10,4.1,"Train customers on product use (Inform users of model limitations, Inform users of intended model usage, Share documentation, Manage expectations)"
certiport-its-artificial-intelligence,4.0,Application Integration and Deployment,10,4.2,"Plan to address production challenges (Understand likely challenge types, Identify challenge indicators, Understand mitigation strategies)"
certiport-its-artificial-intelligence,4.0,Application Integration and Deployment,10,4.3,"Design production pipeline (Create training/prediction pipeline for product needs, Find the solution that works with the existing data stores, Build AI-application connections, Build user feedback mechanism, Test AI accuracy robustness and speed, Test application scalability)"
certiport-its-artificial-intelligence,4.0,Application Integration and Deployment,10,4.4,"Support the AI solution (Document solution functions for maintenance, Train support team, Implement feedback mechanism, Implement drift detector, Establish new data gathering processes)"
certiport-its-artificial-intelligence,5.0,Maintaining and Monitoring AI in Production,11,5.1,"Engage in oversight (Log application and model performance to facilitate security debug accountability and audit, Implement robust monitoring systems, Act on alerts, Observe the system over time in a variety of contexts to check for drift, Detect system failures with new information)"
certiport-its-artificial-intelligence,5.0,Maintaining and Monitoring AI in Production,11,5.2,"Assess business impact using KPIs (Track impact metrics, Compare metrics before and after changes, Act on unexpected metrics)"
certiport-its-artificial-intelligence,5.0,Maintaining and Monitoring AI in Production,11,5.3,"Measure impacts on individuals and communities (Analyze subgroup impacts, Identify and mitigate issues, Identify optimization opportunities)"
certiport-its-artificial-intelligence,5.0,Maintaining and Monitoring AI in Production,11,5.4,"Handle user feedback (Measure user satisfaction, Assess user understanding, Incorporate feedback into updates)"
certiport-its-artificial-intelligence,5.0,Maintaining and Monitoring AI in Production,11,5.5,"Consider improvement or decommission (Combine observations for AI value assessment, Decide whether to retrain continue or decommission)"
