credential_id,name,issuer,cluster,sub_cluster,cross_cutting_tags,grade_band,exam_format,current_version,version_effective_date,objectives_source_url,objective_count,ca_approved,tx_ibc,fl_cape,ny_approved,pa_approved,oh_irc,il_approved,anchor_candidate,notes
cisco-ccna,Cisco CCNA,Cisco,Digital Technology,Network Systems & Cybersecurity,,Both,"CBT, 100-120 items (MC + drag-drop + sim), 120 min",200-301,2020-02,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,6 domains,yes,yes,yes,yes,yes,yes (12 pt),yes,yes,"Classic networking credential. High Ohio IRC (12 pt). Typically 11th-12th or dual-enrollment. Networking Academy curriculum."
cisco-cyberops-associate,Cisco CyberOps Associate,Cisco,Digital Technology,Network Systems & Cybersecurity,,Both,"CBT, 95-105 items (MC + sim), 120 min",200-201 (CBROPS),2020-05,https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccnacbr.html,5 domains,verify,yes,yes,verify,verify,yes (6 pt),verify,maybe,"SOC analyst entry. Networking Academy pipeline. Good dual-enrollment fit."
microsoft-sc-900,Microsoft SC-900 (Security Compliance Identity Fundamentals),Microsoft,Digital Technology,Network Systems & Cybersecurity,Digital Technology → Web & Cloud,Both,"CBT, ~40-60 items, 45 min",SC-900,2021 (periodic updates),https://learn.microsoft.com/en-us/credentials/certifications/security-compliance-and-identity-fundamentals/,4 domains (~30-40),yes,yes,yes,verify,verify,verify,verify,maybe,"Cross-cutting Web & Cloud. Entry-level Microsoft security. Free training via MS Learn."
certiport-its-network-security,Certiport IT Specialist: Network Security,Certiport (Pearson VUE),Digital Technology,Network Systems & Cybersecurity,,HS,"CBT, MC + performance-based, ~50 min",ITS,rolling,https://certiport.pearsonvue.com/Certifications/ITSpecialist/Certification/Overview.aspx,~30-40,verify,yes,yes,verify,verify,verify,verify,maybe,"HS-friendly entry. 5-year validity."
certiport-its-networking,Certiport IT Specialist: Networking,Certiport (Pearson VUE),Digital Technology,Network Systems & Cybersecurity,,HS,"CBT, MC + performance-based, ~50 min",ITS,rolling,https://certiport.pearsonvue.com/Certifications/ITSpecialist/Certification/Overview.aspx,~30-40,verify,yes,yes,verify,verify,verify,verify,maybe,"HS-friendly entry. Routers/switches/network hardware fundamentals."
certiport-its-device-config,Certiport IT Specialist: Device Configuration & Management,Certiport (Pearson VUE),Digital Technology,Network Systems & Cybersecurity,Digital Technology → IT Support & Services,HS,"CBT, MC + performance-based, ~50 min",ITS,rolling,https://certiport.pearsonvue.com/Certifications/ITSpecialist/Certification/Overview.aspx,~30-40,verify,yes,yes,verify,verify,verify,verify,no,"Cross-cuts IT Support. Device config focus straddles both sub-clusters."
testout-network-pro,TestOut Network Pro,TestOut (CompTIA),Digital Technology,Network Systems & Cybersecurity,,HS,"Performance-based simulation + MC via LabSim",Network Pro,rolling,https://www.testout.com/courses/network-pro,~10 domains,verify,yes,yes,verify,verify,verify,verify,no,"Aligned with CompTIA Network+. Heavy simulation. Lab complement rather than standalone anchor."
testout-security-pro,TestOut Security Pro,TestOut (CompTIA),Digital Technology,Network Systems & Cybersecurity,,HS,"Performance-based simulation + MC via LabSim",Security Pro,rolling,https://www.testout.com/courses/security-pro,~10 domains,verify,yes,yes,verify,verify,verify,verify,no,"Aligned with CompTIA Security+. Lab complement rather than standalone anchor."
testout-routing-switching-pro,TestOut Routing & Switching Pro,TestOut (CompTIA),Digital Technology,Network Systems & Cybersecurity,,Both,"Performance-based simulation + MC via LabSim",R&S Pro,rolling,https://www.testout.com/courses/routing-and-switching-pro,~10 domains,verify,yes,yes,verify,verify,verify,verify,no,"Aligned with Cisco CCNA. Prepares for both TestOut R&S Pro exam and CCNA 200-301."
fortinet-nse-1-3,Fortinet NSE 1-3 (Information Security Awareness / Associate),Fortinet,Digital Technology,Network Systems & Cybersecurity,,HS,"Self-paced online courses + quizzes (no proctored exam)",NSE 1-3,rolling,https://www.fortinet.com/nse-training,3 levels (course-completion),verify,verify,verify,verify,verify,verify,verify,no,"Free self-paced. No proctored exam — course-completion only. Good supplemental. NSE 3 = FortiGate Operator level."
fortinet-nse-4,Fortinet NSE 4 (Network Security Professional),Fortinet,Digital Technology,Network Systems & Cybersecurity,,PS,"CBT proctored via Pearson VUE",NSE4_FGT-7.6,rolling,https://www.fortinet.com/training-certification,product-specific domains,verify,verify,verify,verify,verify,yes (3 pt),verify,no,"Vendor-specific (FortiGate). Ohio IRC 3 pt. PS-dominant. First proctored Fortinet exam."
google-cybersecurity,Google Cybersecurity Professional Certificate,Google (via Coursera),Digital Technology,Network Systems & Cybersecurity,,Both,"Course completion + graded assessments across 8 courses",rolling,rolling,https://www.coursera.org/professional-certificates/google-cybersecurity/,8 courses,yes,verify,verify,verify,verify,verify,verify,yes,"Course-completion (not single proctored exam). Prepares for CompTIA Security+. 3-6 month self-paced. $49/mo."
aws-security-specialty,AWS Certified Security - Specialty,AWS,Digital Technology,Network Systems & Cybersecurity,Digital Technology → Web & Cloud,PS,"CBT, 65 items, 170 min, pass 750/1000",SCS-C03,2025-12,https://aws.amazon.com/certification/certified-security-specialty/,6 domains,verify,verify,verify,verify,verify,verify,verify,no,"Expert-level cloud security. SCS-C02 retired Dec 2025. Not HS-viable."
palo-alto-cybersec-apprentice,Palo Alto Networks Certified Cybersecurity Apprentice,Palo Alto Networks,Digital Technology,Network Systems & Cybersecurity,,Both,"CBT, online proctored",Cybersecurity Apprentice,2024,https://www.paloaltonetworks.com/services/education/certification,foundational domains,verify,verify,verify,verify,verify,verify,verify,maybe,"Replaced PCCSA (retired Apr 2024). No prerequisites. Entry to Palo Alto cert ecosystem. Newer — verify state adoption."
palo-alto-pcnsa,Palo Alto Networks PCNSA,Palo Alto Networks,Digital Technology,Network Systems & Cybersecurity,,PS,"CBT proctored via Pearson VUE, 80 items, 90 min",PCNSA (retiring Jul 2025),varies,https://www.paloaltonetworks.com/services/education/certification,product-specific domains,verify,verify,verify,verify,verify,verify,verify,no,"Vendor-specific (NGFW). PCNSA retiring Jul 2025 under cert restructuring. PS-only."
